상권코드명,상권코드,기준년월코드,서비스업종코드,서비스업종코드명,평균영업개월수,X1년이하생존율,X1.2년생존율,X2.3년생존율,X3.5년생존율,X5년이상생존율,당월매출금액,남성매출비율,여성매출비율,연령대10매출비율,연령대20매출비율,연령대30매출비율,연령대40매출비율,연령대50매출비율,연령대60이상매출비율,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,인근점포수,총상주인구수,남성상주인구수,여성상주인구수,연령대10상주인구수,연령대20상주인구수,연령대30상주인구수,연령대40상주인구수,연령대50상주인구수,연령대60이상상주인구수,유사업종점포수,총직장인구수,남성직장인구수,여성직장인구수,연령대10직장인구수,연령대20직장인구수,연령대30직장인구수,연령대40직장인구수,연령대50직장인구수,연령대60이상직장인구수,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수,구
동소문로6길,443,201803,CS100009,커피음료,118,100,100,100,100,0,63586766,35,65,3.6,54,17.9,12,9.2,3.3,23077768,40508998,1747778,36834942,9030638,6357198,7779254,1836956,3,581,287,294,56,84,70,87,100,184,4,2083,941,1142,2,229,318,392,675,467,52882,25364,27518,4040,16241,9862,8617,7234,6888,성북구
동숭4나길,445,201803,CS100009,커피음료,116,0,0,0,0,0,48181534,43.4,56.6,2.6,54.1,25.4,10.5,5.4,2,17945297,27428071,1150564,24486907,11694454,4866893,2423674,750878,6,4644,2260,2384,686,745,866,769,695,883,11,45,15,30,0,9,2,10,16,8,52025,24550,27475,4254,18220,10704,7073,6705,5068,종로구
동숭길,446,201803,CS100009,커피음료,252.5,100,100,0,0,0,143889966,40.8,59.2,2.2,47.1,24.4,13.9,8.9,3.5,53027961,79452119,2864145,63480992,32460669,17170507,11515044,4988730,10,625,279,346,31,96,82,83,96,237,16,991,693,298,2,137,303,231,227,91,66274,27926,38348,4487,28040,14019,8686,6598,4444,종로구
동숭길,446,201803,CS100009,커피음료,252.5,100,100,0,0,0,143889966,40.8,59.2,2.2,47.1,24.4,13.9,8.9,3.5,53027961,79452119,2864145,63480992,32460669,17170507,11515044,4988730,10,625,279,346,31,96,82,83,96,237,16,991,693,298,2,137,303,231,227,91,66274,27926,38348,4487,28040,14019,8686,6598,4444,종로구
동일로101길,447,201803,CS100009,커피음료,85,0,0,0,0,0,6067622,41,59,0.4,24.6,22.4,37.6,10.8,4.2,2382701,3210679,22000,1359121,1192321,2030176,794742,195020,1,3036,1493,1543,478,424,443,515,573,603,2,227,100,127,0,19,50,61,75,22,65777,32410,33367,5122,11032,12081,12677,13227,11638,중랑구
동일로109길,448,201803,CS100009,커피음료,55,0,0,0,0,0,8201677,48.8,51.2,4.5,20.6,19.2,27.5,17.9,10.2,3478789,4057014,352803,1352022,1442486,2253571,1529365,605556,2,3878,1969,1909,528,564,596,652,700,838,3,309,141,168,1,31,58,83,95,41,87920,45144,42776,3529,16735,17331,18354,18039,13932,중랑구
동일로109길,448,201803,CS100009,커피음료,55,0,0,0,0,0,8201677,48.8,51.2,4.5,20.6,19.2,27.5,17.9,10.2,3478789,4057014,352803,1352022,1442486,2253571,1529365,605556,2,3878,1969,1909,528,564,596,652,700,838,3,309,141,168,1,31,58,83,95,41,87920,45144,42776,3529,16735,17331,18354,18039,13932,중랑구
동일로123길,450,201803,CS100009,커피음료,53,0,0,0,0,0,26517428,67.4,32.6,9.8,47.9,20.2,10.7,8.2,3.2,17747625,8769803,1479028,12602031,5988158,2874190,2809107,764914,4,4464,2327,2137,498,568,590,706,958,1144,4,169,78,91,1,17,28,55,33,35,43087,22377,20710,2375,5776,8145,6515,11621,8655,중랑구
동일로149길,451,201803,CS100009,커피음료,173,0,0,0,0,0,62452427,46.4,53.6,3.3,27.7,29.5,20.5,14.2,4.7,26201445,31800490,1229136,13944161,17015418,12747925,10369383,2695918,7,4025,2020,2005,620,549,607,633,714,902,9,818,489,329,1,67,105,130,136,379,54728,30112,24617,2549,10225,9502,10497,13021,8934,중랑구
동일로151길,452,201803,CS100009,커피음료,65,0,0,0,0,0,34159492,35.1,64.9,1.9,38.6,31.7,16.6,8.2,3,10155572,19725712,599141,10862846,9158332,5384673,2733205,1143089,3,3269,1658,1611,479,458,583,495,569,685,2,127,77,50,0,15,31,33,38,10,58551,29666,28886,3051,12824,11243,10567,11638,9227,중랑구
동일로157길,453,201803,CS100009,커피음료,41,0,0,0,0,0,38210932,37.4,62.6,1.7,36.4,32,18.6,8.1,3.2,12849240,23441609,616408,11937413,11202472,7639689,3333470,1561399,5,2900,1456,1444,355,392,468,471,484,730,3,308,186,122,2,44,80,83,69,30,120847,60999,59848,9824,30394,23415,20079,20205,16931,중랑구
동일로173가길,456,201803,CS100009,커피음료,74.5,0,0,0,0,0,18784124,46.6,53.4,0.1,9.9,40.3,29.1,15,5.6,8682052,6816230,12423,1218744,4754427,3383142,4916581,1212968,5,2488,1275,1213,331,424,453,335,410,535,5,658,354,304,1,60,110,172,206,109,85689,44382,41308,5358,18750,17877,15308,16188,12207,노원구
동일로178길,457,201803,CS100009,커피음료,283.5,75,75,50,25,25,120927210,41.8,58.2,2.6,51.5,20.9,11.6,10.1,3.2,48900937,62433419,2684590,52022744,24252425,14736414,12931656,4706527,16,4403,2132,2271,577,877,786,632,698,833,18,1469,791,678,3,194,279,326,390,277,91776,44136,47640,3708,27784,16229,14274,16829,12953,노원구
동일로183길,458,201803,CS100009,커피음료,88.5,100,50,50,50,50,16752897,42.9,57.1,0.3,21.4,38.4,23.4,13.2,3.3,6212179,8170723,18634,3461622,5026951,3017742,1918308,939646,4,1651,867,784,238,253,292,239,268,361,4,733,448,285,11,96,118,154,208,146,40761,20656,20105,2534,7774,8780,8060,7826,5786,노원구
동일로184길,459,201803,CS100009,커피음료,79,100,100,100,100,100,18278472,42.1,57.9,2.2,46.5,24.5,14.2,9.2,3.5,7401183,9866529,343256,6918184,4340962,3328911,1650861,685538,3,2315,1238,1077,273,602,372,288,361,419,4,71,42,29,0,10,18,23,15,5,66443,35368,31076,4148,22636,12170,8289,10379,8821,노원구
동일로186길,460,201803,CS100009,커피음료,68,100,100,100,100,100,6381581,45.1,54.9,3.4,54.2,21.7,7.2,10.7,2.8,2943006,3438575,223322,3130886,1512040,601205,742514,171614,1,2756,1400,1356,284,651,431,342,457,591,1,699,527,172,0,44,86,133,168,268,66415,36558,29857,5495,27950,9955,6782,8700,7534,노원구
동일로192길,462,201803,CS100009,커피음료,193,100,100,100,0,0,166676303,46.2,53.8,3.9,55,18.6,11.5,7.5,3.3,75851909,90824394,5786910,86047927,32653500,21824411,14870578,5492977,7,745,376,369,97,203,91,92,117,145,8,363,219,144,2,36,40,82,111,92,117114,62709,54405,13108,46979,16545,15248,14645,10589,노원구
동일로192길,462,201803,CS100009,커피음료,193,100,100,100,0,0,166676303,46.2,53.8,3.9,55,18.6,11.5,7.5,3.3,75851909,90824394,5786910,86047927,32653500,21824411,14870578,5492977,7,745,376,369,97,203,91,92,117,145,8,363,219,144,2,36,40,82,111,92,117114,62709,54405,13108,46979,16545,15248,14645,10589,노원구
동일로193길,463,201803,CS100009,커피음료,63,0,0,0,0,0,10233511,43.7,56.3,0.5,45.9,21.5,17.3,11.2,3.5,4046594,4678528,55733,3643686,1922383,1530718,1088440,484164,2,1025,505,520,157,144,161,159,171,233,2,131,73,58,2,20,15,33,33,28,84658,44991,39667,6317,20955,16919,15522,14468,10477,노원구
동일로195길,464,201803,CS100009,커피음료,36,100,100,100,100,100,14906503,49,51,3.6,61.4,11.9,12.4,9.1,1.5,6544324,8362179,534861,8412988,1777101,2496642,1427177,257734,2,1556,744,812,288,235,216,251,265,301,3,233,112,121,1,22,45,61,73,31,109963,55726,54237,7736,23103,21868,20726,19246,17284,노원구
동일로203가길,466,201803,CS100009,커피음료,121,100,100,0,0,0,84959832,39.4,60.6,2,22,25.8,32.9,13.2,4,31494391,48078109,1413840,16435249,20543818,26398876,11232098,3548620,5,1298,614,684,291,213,203,300,212,79,6,181,73,108,2,23,32,73,40,11,6282,2905,3376,884,1028,1221,1491,983,675,노원구
동일로207길,467,201803,CS100009,커피음료,33,0,0,0,0,0,18706122,38.9,61.1,6.7,30.5,21.5,27.5,10.4,3.4,6815259,11890863,1104771,4716064,4176613,5613534,2355640,739500,2,1085,498,587,190,142,128,181,148,296,1,436,113,323,0,38,49,109,183,57,6512,3016,3497,512,1311,1294,1429,1055,912,노원구
동일로207길,467,201803,CS100009,커피음료,33,0,0,0,0,0,18706122,38.9,61.1,6.7,30.5,21.5,27.5,10.4,3.4,6815259,11890863,1104771,4716064,4176613,5613534,2355640,739500,2,1085,498,587,190,142,128,181,148,296,1,436,113,323,0,38,49,109,183,57,6512,3016,3497,512,1311,1294,1429,1055,912,노원구
동일로208길,468,201803,CS100009,커피음료,41,0,0,0,0,0,14194876,23.4,76.6,2.5,42.4,30.6,16.2,6.5,1.8,3288139,10906737,334677,5597919,4605062,2383762,958643,314813,1,952,471,481,189,107,173,192,114,177,2,30,6,24,0,1,4,12,10,3,5460,2569,2891,212,1206,1153,1160,838,890,노원구
동일로217길,469,201803,CS100009,커피음료,32.5,0,0,0,0,0,24404849,39.2,60.8,0.4,19.9,30,29.8,15,4.9,8792121,13301213,60606,4177576,6038182,6841818,3607273,1367879,3,67,41,26,6,12,5,17,13,14,4,197,64,133,1,30,43,55,34,34,26021,12231,13790,2525,6395,4162,4881,4709,3350,노원구
동일로231길,472,201803,CS100009,커피음료,32,0,0,0,0,0,7899265,54.7,45.3,0.3,19.5,30,28.2,16.6,5.5,4106618,3372426,25736,1113015,2081691,2239118,1644339,375147,2,1043,509,534,197,184,127,157,200,178,2,214,130,84,2,13,46,67,52,34,15379,7128,8251,1144,2763,3538,2709,2729,2496,노원구
동일로239길,474,201803,CS100009,커피음료,134,75,25,25,25,25,14770846,34.6,65.4,13.2,19.6,21.9,24.4,14,6.9,4679178,8582425,570186,2591541,3360258,3270002,2485873,983746,3,2198,1121,1077,346,331,266,385,373,497,5,241,147,94,0,36,53,84,47,21,29239,14916,14322,1842,4650,4831,6521,6240,5154,노원구
동일로241가길,475,201803,CS100009,커피음료,17,0,0,0,0,0,7581710,31.2,68.8,1,44.4,28.2,13.8,10.9,1.7,2337473,4746828,59253,2582624,1946856,1389382,998165,108023,3,1210,603,607,151,216,179,170,218,276,3,49,28,21,0,6,11,20,10,2,16762,8669,8093,1274,2682,2788,3371,3545,3103,노원구
동일로242가길,476,201803,CS100009,커피음료,103,100,100,100,100,0,33778479,46.6,53.4,3.3,36.9,23.7,18.8,12.3,5,17007109,16771370,591202,10095803,7895494,7427585,5259390,2509005,5,550,252,298,70,98,91,86,82,123,4,182,63,119,0,27,44,56,40,15,57152,30230,26922,3531,11946,10263,10253,12572,8587,노원구
동일로242길,477,201803,CS100009,커피음료,214,100,100,100,100,100,60862567,42.7,57.3,1.7,19.9,17.4,24,24.9,12,26099825,29922212,533758,8801175,7587167,13475474,18123825,7500640,8,937,463,474,156,134,144,112,163,228,10,160,70,90,0,15,26,55,43,21,49266,24730,24536,3459,7736,7850,9657,11631,8933,노원구
동일로242다길,478,201803,CS100009,커피음료,39,0,0,0,0,0,8451707,36.7,63.3,0,13.6,23.3,32.9,24.2,6,2546817,5004882,0,828667,1938183,2590102,1822386,372360,1,530,270,260,76,79,53,88,94,140,1,92,27,65,0,11,21,33,20,7,15074,7748,7326,1114,2810,2621,2814,3349,2365,노원구
동일로243길,479,201803,CS100009,커피음료,133,100,50,50,50,50,51584254,43.8,56.2,3.6,34.8,27.5,19.8,11.2,3.2,21334511,25056481,1344889,15706443,12249697,9293821,5657884,2138262,4,57,32,25,4,11,12,10,11,9,4,122,56,66,2,16,33,35,30,6,23287,11773,11514,1923,3912,3958,4242,4631,4622,노원구
동일로72길,480,201803,CS100009,커피음료,34,100,100,100,0,0,23640141,35.6,64.4,3.9,28.5,25.4,22.2,14.3,5.7,7396479,14751408,707746,5658451,5039437,5123239,3402113,2216901,2,2328,1127,1201,358,355,374,424,392,425,4,162,89,73,1,18,52,42,33,16,18091,9031,9061,923,3777,3484,3595,3877,2436,광진구
동일로72길,480,201803,CS100009,커피음료,34,100,100,100,0,0,23640141,35.6,64.4,3.9,28.5,25.4,22.2,14.3,5.7,7396479,14751408,707746,5658451,5039437,5123239,3402113,2216901,2,2328,1127,1201,358,355,374,424,392,425,4,162,89,73,1,18,52,42,33,16,18091,9031,9061,923,3777,3484,3595,3877,2436,광진구
동일로99길,483,201803,CS100009,커피음료,64,50,50,0,0,0,12440958,39.2,60.8,0.5,30.5,34.7,22.8,9.6,1.9,4556037,7153701,76428,2950566,4230991,2773700,1307052,371002,3,2633,1339,1294,440,333,390,475,440,555,3,254,110,144,0,26,62,59,76,31,48336,23927,24409,4010,8066,8654,9635,9504,8467,중랑구
동작대로7길,484,201803,CS100009,커피음료,128,0,0,0,0,0,65339345,43.2,56.8,1.6,37,34.6,13.2,9.6,4,26191258,32334480,807770,19725181,18997134,8256685,7197966,3541007,7,1545,751,794,92,361,324,179,247,342,7,153,60,93,1,28,27,36,32,29,76064,40891,35173,3005,24556,15531,9433,12578,10961,동작구
동호로11길,485,201803,CS100009,커피음료,83,100,100,100,100,100,119229208,41.4,58.6,3.7,42.1,26,14.1,9,5.1,42702125,64446415,3121485,41706805,29300595,16327828,11017806,5674024,4,1988,952,1036,243,311,304,348,274,508,5,1190,643,547,12,359,356,247,143,73,116035,60451,55584,9299,29667,23104,18943,17866,17156,중구
동호로14길,486,201803,CS100009,커피음료,49,0,0,0,0,0,38903605,43.5,56.5,0.1,43,36.4,12.8,5.6,2,16162365,17720053,34307,12642342,12851739,4522296,2906835,924901,2,735,328,407,92,140,185,106,91,121,2,2459,974,1485,49,1070,478,347,344,171,128333,65460,62873,7780,37394,27572,21551,18385,15650,중구
동호로15길,487,201803,CS100009,커피음료,105,0,0,0,0,0,22456083,43.4,56.6,1.1,34,31.9,14.5,14.3,4.2,8128014,10776949,171702,5695326,6068052,3272336,2758104,939445,1,2361,1104,1257,290,324,336,425,351,635,2,3560,1897,1663,167,1701,823,427,222,220,60088,31566,28522,3731,17390,12942,10101,8366,7559,중구
동호로25길,488,201803,CS100009,커피음료,255,100,100,100,100,100,115092801,49.3,50.7,9.4,62.5,9.3,8.6,9.1,1.1,59640579,55452222,11344333,69466747,11446810,10130466,11253191,1451254,6,1408,756,652,169,438,249,169,164,219,4,221,89,132,0,55,103,33,20,10,95418,48155,47263,20494,49167,9124,6974,5970,3689,중구
두산로13길,490,201803,CS100009,커피음료,7,0,0,0,0,0,4392754,31.6,68.4,0.6,19.7,50,17.8,9.9,2,1185507,2985507,25362,581884,2286232,707246,455797,114493,1,256,161,95,16,48,62,41,45,44,2,535,448,87,0,109,171,131,103,21,2669,1626,1043,1,871,760,443,447,147,금천구
두산로5길,491,201803,CS100009,커피음료,0,0,0,0,0,0,431034,24.4,75.6,0,24.4,0,0,75.6,0,86207,258621,0,195402,0,0,149425,0,1,1347,799,548,105,305,436,195,131,175,4,788,670,118,2,84,184,187,203,128,18797,11020,7777,55,5217,5038,2964,3702,1822,금천구
두산로5길,491,201803,CS100009,커피음료,0,0,0,0,0,0,431034,24.4,75.6,0,24.4,0,0,75.6,0,86207,258621,0,195402,0,0,149425,0,1,1347,799,548,105,305,436,195,131,175,4,788,670,118,2,84,184,187,203,128,18797,11020,7777,55,5217,5038,2964,3702,1822,금천구
두텁바위로15길,493,201803,CS100009,커피음료,61,0,0,0,0,0,5738095,47.5,52.5,0,28.9,38.1,17.8,9.3,5.9,2059524,2045238,0,980952,1661905,916667,302381,242857,1,342,178,164,56,43,38,68,56,81,3,5,4,1,0,0,0,0,1,4,16042,9677,6365,2631,3374,3484,2622,2200,1730,용산구
두텁바위로58길,494,201803,CS100009,커피음료,3,0,0,0,0,0,3758537,56.3,43.7,0,43.7,35.2,12.6,5.7,2.7,2203398,1555139,0,1573855,1147639,580200,330084,126759,1,1830,889,941,255,265,303,315,272,420,1,97,16,81,0,10,22,34,26,5,10490,4761,5730,684,2945,2427,1938,1694,803,용산구
둘레15길,495,201803,CS100009,커피음료,62,0,0,0,0,0,25998750,48.1,51.9,2.7,31.9,32.3,17.6,12.1,3.3,10916175,11766464,487871,5642317,7684721,4300003,3650583,917147,2,872,467,405,110,116,147,143,168,188,4,612,497,115,0,38,48,186,228,112,24311,13285,11027,875,5184,4922,3962,5950,3418,성동구
둘레길,496,201803,CS100009,커피음료,43,0,0,0,0,0,9410451,54.2,45.8,0.5,23.1,35.6,14.8,20,6,3442441,3769228,22917,1116100,2805419,1056876,1828224,382135,2,5733,3002,2731,763,886,796,976,1162,1150,4,952,705,247,1,86,130,283,310,142,59562,34058,25504,1743,12180,11987,9674,14586,9392,성동구
둘레길,496,201803,CS100009,커피음료,43,0,0,0,0,0,9410451,54.2,45.8,0.5,23.1,35.6,14.8,20,6,3442441,3769228,22917,1116100,2805419,1056876,1828224,382135,2,5733,3002,2731,763,886,796,976,1162,1150,4,952,705,247,1,86,130,283,310,142,59562,34058,25504,1743,12180,11987,9674,14586,9392,성동구
등촌로39길,497,201803,CS100009,커피음료,155,100,100,66.67,66.67,33.33,83390614,49.1,50.9,3.9,31.2,25.8,22.3,11.2,5.4,35918769,41282901,2530289,22130481,20636709,18761865,9233578,3908753,7,3309,1685,1624,546,513,564,518,549,619,8,407,193,214,4,72,86,113,85,47,49330,27487,21843,7629,8804,9211,7775,9276,6635,강서구
등촌로55길,498,201803,CS100009,커피음료,68,0,0,0,0,0,42663620,42.7,57.3,3.5,35.6,27.1,13.3,14.1,6.4,15776843,20650527,1209297,10587259,8537360,6134790,7363505,2595161,3,2023,985,1038,282,366,582,282,244,267,3,390,254,136,0,41,71,56,100,122,18711,9574,9137,144,5002,4871,3775,3109,1810,강서구
등촌로5가길,499,201803,CS100009,커피음료,96,0,0,0,0,0,18115336,31.8,68.2,0.8,15,27.3,25.6,20.3,11,4100124,9595709,65059,2190713,3389160,3545784,2872233,1632883,3,3636,1723,1913,473,532,691,544,600,796,3,186,78,108,3,29,39,51,44,20,26004,12941,13063,987,6410,6477,5307,3531,3292,강서구
디지털로27길,500,201803,CS100009,커피음료,128,100,100,66.67,66.67,33.33,21284978,45.8,54.2,2.3,29.4,36,17.5,11.3,3.4,8182620,10195696,371876,5374177,6092292,3386166,2405119,748687,6,3780,1895,1885,458,439,525,606,713,1039,7,273,141,132,0,29,33,43,47,121,185526,106429,79096,2137,26049,40930,42712,42034,31663,구로구
디지털로27길,500,201803,CS100009,커피음료,128,100,100,66.67,66.67,33.33,21284978,45.8,54.2,2.3,29.4,36,17.5,11.3,3.4,8182620,10195696,371876,5374177,6092292,3386166,2405119,748687,6,3780,1895,1885,458,439,525,606,713,1039,7,273,141,132,0,29,33,43,47,121,185526,106429,79096,2137,26049,40930,42712,42034,31663,구로구
디지털로32길,502,201803,CS100009,커피음료,528,100,100,40,20,20,629408875,59.8,40.2,0.6,40.9,35.9,14.2,5.8,2.7,295456101,195723509,3127446,182099521,178921406,75456449,34957103,16617691,18,297,156,141,23,51,57,59,49,58,25,16162,9510,6652,60,3772,6101,3913,1526,790,218393,126283,92111,3922,74314,61685,35604,25677,17191,구로구
디지털로32나길,503,201803,CS100009,커피음료,115,0,0,0,0,0,469281391,60.3,39.7,0.7,47.6,32.7,9.8,5.9,3.3,251232130,176618818,3685628,186565830,137840996,49881090,32890447,16986960,6,1058,537,521,73,248,385,164,109,79,7,543,284,259,1,99,101,124,112,106,95950,56204,39746,1757,33367,25322,14609,11677,9217,구로구
디지털로38길,506,201803,CS100009,커피음료,51,0,0,0,0,0,9175973,59.2,40.8,0.9,32.5,35.7,20.9,7,3,4063258,2766074,35780,1820251,2341891,1646641,779213,205556,1,780,385,395,62,137,153,81,121,226,1,779,296,483,4,89,205,341,109,31,57547,31698,25849,323,17948,14033,10060,8591,6592,영등포구
디지털로54길,509,201803,CS100009,커피음료,64,0,0,0,0,0,11150737,52.2,47.8,1,41,28.2,15.4,8.9,5.5,6655118,2915872,28000,2024098,1755966,2024863,2519335,1218728,3,1250,602,648,166,130,157,200,228,369,3,21,12,9,0,1,2,10,6,2,26043,13092,12951,82,4955,5427,5546,5830,4204,영등포구
디지털로57길,510,201803,CS100009,커피음료,5,0,0,0,0,0,2202400,60,40,0,13.3,13.3,66.7,0,6.7,424000,372000,0,124000,60000,564000,0,48000,1,1501,728,773,190,178,158,240,288,447,1,51,22,29,0,14,9,12,9,7,57557,28821,28736,585,9886,11303,12497,14133,9152,영등포구
뚝섬로27길,513,201803,CS100009,커피음료,71,100,100,100,0,0,33777030,47.1,52.9,1,36.3,31,15,13.9,2.7,19102437,11615582,582695,7247118,6450538,4953265,10764008,720395,6,3837,1911,1926,382,616,669,545,720,905,6,469,254,215,2,61,90,141,113,62,188996,88201,100795,6086,65924,34613,27673,32689,22011,광진구
뚝섬로56길,515,201803,CS100009,커피음료,155,50,50,0,0,0,28705196,44.6,55.4,1.7,18.8,31.1,34.2,8.8,5.4,11607029,14748627,391965,3859240,8000939,9337520,2757746,2008252,5,2461,1205,1256,471,348,420,433,360,429,9,95,41,54,0,8,26,27,21,13,26694,12487,14208,3318,4595,5826,5099,4296,3560,광진구
마른내로12길,518,201803,CS100009,커피음료,65,0,0,0,0,0,2666142,71.2,28.8,17.8,8.8,15.5,22.3,20.1,15.5,1401575,681102,208661,200787,338583,468504,456693,409449,2,431,219,212,21,115,123,55,57,60,2,630,368,262,1,43,108,199,175,104,34226,19554,14672,1320,9584,7608,6288,5278,4147,중구
마른내로12길,518,201803,CS100009,커피음료,65,0,0,0,0,0,2666142,71.2,28.8,17.8,8.8,15.5,22.3,20.1,15.5,1401575,681102,208661,200787,338583,468504,456693,409449,2,431,219,212,21,115,123,55,57,60,2,630,368,262,1,43,108,199,175,104,34226,19554,14672,1320,9584,7608,6288,5278,4147,중구
마른내로12길,518,201803,CS100009,커피음료,65,0,0,0,0,0,2666142,71.2,28.8,17.8,8.8,15.5,22.3,20.1,15.5,1401575,681102,208661,200787,338583,468504,456693,409449,2,431,219,212,21,115,123,55,57,60,2,630,368,262,1,43,108,199,175,104,34226,19554,14672,1320,9584,7608,6288,5278,4147,중구
마른내로12길,518,201803,CS100009,커피음료,65,0,0,0,0,0,2666142,71.2,28.8,17.8,8.8,15.5,22.3,20.1,15.5,1401575,681102,208661,200787,338583,468504,456693,409449,2,431,219,212,21,115,123,55,57,60,2,630,368,262,1,43,108,199,175,104,34226,19554,14672,1320,9584,7608,6288,5278,4147,중구
마방로4길,519,201803,CS100009,커피음료,492,100,60,60,60,20,293431292,42.7,57.3,0.7,29.8,36.5,17.9,10.7,4.3,105473589,128893034,1459319,62349363,84249417,44085025,29079583,13143918,12,2272,1139,1133,359,333,504,387,321,368,13,3923,2649,1274,26,735,1150,1116,573,323,77587,43767,33819,7354,15753,20115,15742,10760,7862,서초구
마장로35길,522,201803,CS100009,커피음료,11,0,0,0,0,0,6510423,55.4,44.6,6.7,18.1,45.1,19.8,5,5.2,2937158,2014102,220149,808821,2362933,895055,373258,291045,2,522,266,256,92,70,71,74,98,117,3,541,330,211,2,66,120,166,151,36,10645,5943,4702,273,2093,2463,2187,2179,1450,성동구
마장로35나길,523,201803,CS100009,커피음료,97,0,0,0,0,0,5772138,48.1,51.9,1.8,18.6,33,30.9,12.4,3.3,2295571,2221781,48699,820982,1375261,1519062,609483,143866,2,273,133,140,54,45,35,54,44,41,3,425,314,111,0,47,92,137,105,44,9757,5322,4434,269,2608,1794,1852,1822,1412,성동구
마장로9길,525,201803,CS100009,커피음료,160,0,0,0,0,0,64603,100,0,0,0,0,0,0,100,64603,0,0,0,0,0,0,64603,1,1066,575,491,83,180,208,134,182,279,2,451,298,153,0,64,111,118,124,34,63421,33671,29751,2912,12665,15537,10723,12285,9299,중구
마천로51길,526,201803,CS100009,커피음료,114,80,60,60,60,40,50032923,44.6,55.4,2,20.3,27.4,26.5,17.5,6.3,23278406,26754517,672705,7572771,14096215,13460829,10730433,3499970,4,4121,2093,2028,545,465,529,651,806,1125,7,316,104,212,0,35,62,94,78,47,60046,29165,30882,2689,8850,10051,12089,13987,12380,송파구
마천로51길,526,201803,CS100009,커피음료,114,80,60,60,60,40,50032923,44.6,55.4,2,20.3,27.4,26.5,17.5,6.3,23278406,26754517,672705,7572771,14096215,13460829,10730433,3499970,4,4121,2093,2028,545,465,529,651,806,1125,7,316,104,212,0,35,62,94,78,47,60046,29165,30882,2689,8850,10051,12089,13987,12380,송파구
마천로57길,527,201803,CS100009,커피음료,111,100,100,100,100,100,16015204,34.5,65.5,1.1,15.2,46.5,25.2,7.4,4.6,5334594,9399020,75696,1959634,6359934,4275839,1327151,735361,3,1985,1019,966,304,227,292,344,321,497,3,70,25,45,0,5,15,29,16,5,14171,7993,6178,571,1526,1869,2956,3255,3995,송파구
마천로7길,528,201803,CS100009,커피음료,24,0,0,0,0,0,2997020,45.7,54.3,0,15.8,15.8,18.5,34.3,15.5,1300369,1696651,0,516016,344906,543249,1179516,413333,3,1290,627,663,230,220,175,186,256,223,3,36,18,18,0,9,5,10,9,3,11843,5267,6576,1143,1239,2007,2066,2719,2669,송파구
마포대로12길,529,201803,CS100009,커피음료,90,100,100,100,100,100,55459020,47.5,52.5,1.1,25.6,39.3,20.3,9,4.8,20576852,21582269,407920,9840707,16061131,9370235,4688126,1791003,6,296,139,157,29,33,60,42,36,96,9,171,52,119,0,40,50,44,26,11,12230,7086,5144,342,2202,3205,2880,2312,1288,마포구
마포대로14길,530,201803,CS100009,커피음료,213,0,0,0,0,0,71347999,66.5,33.5,4.3,49.8,26,11.9,6.7,1.3,40684272,21677583,1650469,28777266,16914975,9262930,4926352,829867,7,896,447,449,101,123,173,168,128,203,8,928,445,483,12,190,257,267,151,51,51498,28343,23156,1681,11434,11936,10817,9164,6465,마포구
마포대로14길,530,201803,CS100009,커피음료,213,0,0,0,0,0,71347999,66.5,33.5,4.3,49.8,26,11.9,6.7,1.3,40684272,21677583,1650469,28777266,16914975,9262930,4926352,829867,7,896,447,449,101,123,173,168,128,203,8,928,445,483,12,190,257,267,151,51,51498,28343,23156,1681,11434,11936,10817,9164,6465,마포구
마포대로16길,531,201803,CS100009,커피음료,5,100,100,100,100,66.67,18090933,55.4,44.6,2,32.8,26.4,18.7,15.7,4.4,7946358,6114712,224901,4167744,3714861,2376947,2783073,793545,2,633,328,305,81,93,95,106,101,157,4,132,70,62,0,30,33,28,25,16,46024,24573,21451,2294,11492,12402,8371,7194,4272,마포구
마포대로16길,531,201803,CS100009,커피음료,5,100,100,100,100,66.67,18090933,55.4,44.6,2,32.8,26.4,18.7,15.7,4.4,7946358,6114712,224901,4167744,3714861,2376947,2783073,793545,2,633,328,305,81,93,95,106,101,157,4,132,70,62,0,30,33,28,25,16,46024,24573,21451,2294,11492,12402,8371,7194,4272,마포구
마포대로4길,533,201803,CS100009,커피음료,213,50,50,0,0,0,74099299,38.7,61.3,4,26.8,28.9,25.8,11.3,3.4,20812524,32272742,1366228,12970002,16388052,13846151,6572510,1942323,4,851,413,438,120,130,158,133,123,187,5,1780,959,821,1,220,431,438,467,223,62286,32577,29710,2239,14065,16158,12964,9779,7082,마포구
마포대로4길,533,201803,CS100009,커피음료,213,50,50,0,0,0,74099299,38.7,61.3,4,26.8,28.9,25.8,11.3,3.4,20812524,32272742,1366228,12970002,16388052,13846151,6572510,1942323,4,851,413,438,120,130,158,133,123,187,5,1780,959,821,1,220,431,438,467,223,62286,32577,29710,2239,14065,16158,12964,9779,7082,마포구
